,street,city_state,price,bed,bath,sqft,walkscore,transitscore,bikescore,competitivescore,url
1131,1622 - 003b Quesada Ave,"San Francisco, CA 94124",950000,3Beds,1Bath,"1,125Sq Ft",92 / 100,69 / 100,72 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1622-003b-Quesada-Ave-94124/home/177902829
1132,2687 37th Ave,"San Francisco, CA 94116",1100000,2Beds,2Baths,"1,250Sq Ft",77 / 100,57 / 100,84 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2687-37th-Ave-94116/home/1805837
1133,2040 Franklin St #1107,"San Francisco, CA 94109",1348000,2Beds,2Baths,"1,529Sq Ft",99 / 100,84 / 100,74 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2040-Franklin-St-94109/unit-1107/home/568934
1134,1706 - 1710 Hyde St,"San Francisco, CA 94109",2500000,9Beds,4.5Baths,"3,534Sq Ft",97 / 100,82 / 100,66 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1706-Hyde-St-94109/home/1295572
1135,2 Mint Plz #704,"San Francisco, CA 94103",995000,1Bed,1Bath,"1,092Sq Ft",99 / 100,100 / 100,92 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2-Mint-Plz-94103/unit-704/home/12398067
1136,301 Bryant St #704,"San Francisco, CA 94107",1329000,2Beds,2Baths,"1,239Sq Ft",91 / 100,100 / 100,73 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/301-Bryant-St-94107/unit-704/home/1928525
1137,1415 - 1417 28th Ave,"San Francisco, CA 94122",1699000,4Beds,3Baths,"2,565Sq Ft",91 / 100,59 / 100,77 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1415-28th-Ave-94122/home/1949042
1138,635 6th Ave,"San Francisco, CA 94118",625000,—Beds,1Bath,845Sq Ft,95 / 100,70 / 100,93 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/635-6th-Ave-94118/home/166931735
1139,186 Francisco St #2,"San Francisco, CA 94133",2950000,3Beds,2.5Baths,"2,533Sq Ft",94 / 100,77 / 100,66 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/186-Francisco-St-94133/unit-2/home/1914170
1140,1148 Montgomery St Unit F,"San Francisco, CA 94133",499000,—Beds,1Bath,—Sq Ft,99 / 100,92 / 100,63 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1148-Montgomery-St-94133/unit-F/home/179256724
1141,825 Olmstead St,"San Francisco, CA 94134",995000,3Beds,2Baths,"1,363Sq Ft",45 / 100,62 / 100,29 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/825-Olmstead-St-94134/home/781265
1142,170 Russ St,"San Francisco, CA 94103",1750000,2Beds,2.5Baths,"1,800Sq Ft",98 / 100,100 / 100,99 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/170-Russ-St-94103/home/1892479
1143,519 Ellis St,"San Francisco, CA 94109",2400000,—Beds,—Baths,"3,781Sq Ft (Lot)",99 / 100,100 / 100,87 / 100,0,https://www.redfin.com//CA/San-Francisco/519-Ellis-St-94109/home/114077575
1144,1280 Ellis St #3,"San Francisco, CA 94109",998000,3Beds,2Baths,"1,265Sq Ft",97 / 100,90 / 100,77 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1280-Ellis-St-94109/unit-3/home/1127157
1145,4658 18th St Ph,"San Francisco, CA 94114",2395000,3Beds,3.5Baths,"2,211Sq Ft",94 / 100,79 / 100,65 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/4658-18th-St-94114/home/1873301
1146,2224 Clement St #102,"San Francisco, CA 94121",1395000,3Beds,2Baths,"1,462Sq Ft",99 / 100,69 / 100,86 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2224-Clement-St-94121/unit-102/home/177201487
1147,1300 4th Ave,"SAN FRANCISCO, CA 94122",2100000,7Beds,5Baths,"3,450Sq Ft",96 / 100,66 / 100,66 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1300-4th-Ave-94122/home/1866933
1148,217 Juanita Way,"San Francisco, CA 94127",1995000,4Beds,3Baths,"2,423Sq Ft",81 / 100,69 / 100,46 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/217-Juanita-Way-94127/home/1928018
1149,1410 - 1412 34th Ave,"San Francisco, CA 94122",1498000,4Beds,2Baths,"2,250Sq Ft",83 / 100,57 / 100,83 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1410-34th-Ave-94122/unit-1412/home/1812885
1150,695 22nd Ave,"San Francisco, CA 94121",1498000,3Beds,2Baths,"1,785Sq Ft",84 / 100,70 / 100,72 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/695-22nd-Ave-94121/home/1189951
1151,454 Lombard St #11,"San Francisco, CA 94133",998000,1Bed,1Bath,700Sq Ft,99 / 100,82 / 100,67 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/454-Lombard-St-94133/unit-11/home/1898047
1152,550 South South Van Ness Ave #306,"San Francisco, CA 94110",695000,1Bed,1Bath,734Sq Ft,99 / 100,93 / 100,100 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-306/home/1112883
1153,751 18th Ave,"San Francisco, CA 94121",1495000,2Beds,1.5Baths,"1,512Sq Ft",85 / 100,69 / 100,78 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/751-18th-Ave-94121/home/40142504
1154,401 Harrison St Unit 23E,"San Francisco, CA 94105",2250000,2Beds,2Baths,"1,241Sq Ft",93 / 100,100 / 100,57 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/401-Harrison-St-94105/unit-23E/home/144063894
1155,635 Campbell Ave,"San Francisco, CA 94134",1188000,3Beds,4Baths,"1,750Sq Ft",64 / 100,67 / 100,35 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/635-Campbell-Ave-94134/home/2011720
1156,2274 - 2278 Lombard St,"San Francisco, CA 94123",2200000,4Beds,2.5Baths,"2,540Sq Ft",98 / 100,65 / 100,85 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2274-Lombard-St-94123/home/179250654
1157,1272 York St,"San Francisco, CA 94110",995000,2Beds,2Baths,964Sq Ft,98 / 100,81 / 100,100 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1272-York-St-94110/home/148065526
1158,2655 Bush St #312,"San Francisco, CA 94122",1275000,2Beds,2Baths,971Sq Ft,97 / 100,73 / 100,86 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2655-Bush-St-94115/unit-312/home/103894260
1159,1145 Pine St #44,"San Francisco, CA 94109",420000,—Beds,1Bath,390Sq Ft,99 / 100,100 / 100,62 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1145-Pine-St-94109/unit-44/home/1235378
1160,438 Shields St,"San Francisco, CA 94132",1999950,3Beds,2Baths,—Sq Ft,64 / 100,72 / 100,44 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/438-Shields-St-94132/home/1066538
1161,198 Valencia St Unit J3,"San Francisco, CA 94103",1638000,2Beds,2Baths,"1,292Sq Ft",99 / 100,100 / 100,98 / 100,43Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/198-Valencia-St-94103/unit-J3/home/179250295
1162,198 Valencia St Unit B3,"San Francisco, CA 94103",828000,1Bed,1Bath,674Sq Ft,99 / 100,100 / 100,98 / 100,43Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/198-Valencia-St-94103/unit-B3/home/179250252
1163,1452 Willard St,"San Francisco, CA 94117",2400000,4Beds,2Baths,"2,350Sq Ft",94 / 100,66 / 100,63 / 100,69Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1452-Willard-St-94117/home/671427
1164,198 Valencia Ave Unit G3,"San Francisco, CA 94103",1338000,2Beds,2Baths,—Sq Ft,99 / 100,100 / 100,98 / 100,43Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/198-Valencia-St-94103/unit-G3/home/179250197
1165,333 1st St Unit N1404,"San Francisco, CA 94105",1450000,2Beds,2Baths,983Sq Ft,94 / 100,100 / 100,63 / 100,19Not Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/333-1st-St-94105/unit-N1404/home/2028354
1166,618 - 620 Funston Ave,"San Francisco, CA 94118",2399000,4Beds,—Baths,"3,090Sq Ft",90 / 100,69 / 100,97 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/618-Funston-Ave-94118/home/1839568
1167,883 Alvarado St,"San Francisco, CA 94114",1248000,2Beds,2Baths,"1,078Sq Ft",81 / 100,62 / 100,69 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/883-Alvarado-St-94114/home/1604596
1168,214 Twin Peaks Blvd,"San Francisco, CA 94114",1895000,3Beds,2.5Baths,"1,610Sq Ft",76 / 100,72 / 100,56 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/214-Twin-Peaks-Blvd-94114/home/2008283
1169,9 Walter St,"San Francisco, CA 94114",2150000,3Beds,2Baths,"1,765Sq Ft",98 / 100,92 / 100,89 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/9-Walter-St-94114/home/1316935
1170,139 South Lake Merced Hls Unit 4E,"San Francisco, CA 94132",1150000,3Beds,2Baths,"1,474Sq Ft",53 / 100,62 / 100,56 / 100,88Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/139-S-Lake-Merced-Hls-94132/unit-4E/home/839712
1171,581 Laidley St,"SAN FRANCISCO, CA 94131",1799950,4Beds,3Baths,"1,608Sq Ft",90 / 100,82 / 100,70 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/581-Laidley-St-94131/home/807672
1172,38 Mars St,"San Francisco, CA 94114",1695000,2Beds,1Bath,"1,300Sq Ft",86 / 100,76 / 100,65 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/38-Mars-St-94114/home/2036790
1173,2855 Pacific Ave,"San Francisco, CA 94115",17850000,6Beds,8Baths,"8,960Sq Ft",89 / 100,73 / 100,59 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2855-Pacific-Ave-94115/home/1562402
1174,21 Payson St,"San Francisco, CA 94132",1275000,2Beds,1Bath,"1,025Sq Ft",78 / 100,81 / 100,54 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/21-Payson-St-94132/home/1664393
1175,135 Vale Ave,"SAN FRANCISCO, CA 94132",1188000,2Beds,2.5Baths,"1,500Sq Ft",68 / 100,66 / 100,64 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/135-Vale-Ave-94132/home/1834173
1176,549-551 Monterey Blvd,"SAN FRANCISCO, CA 94127",2888000,5Beds,4.5Baths,"3,952Sq Ft",79 / 100,79 / 100,59 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/549-Monterey-Blvd-94127/unit-551/home/1911408
1177,1415 Indiana St #306,"San Francisco, CA 94107",1298000,1Bed,2Baths,"1,519Sq Ft",74 / 100,63 / 100,99 / 100,90Most CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1415-Indiana-St-94107/unit-306/home/12397246
1178,95 Ora Way Unit F202,"San Francisco, CA 94131",409567,1Bed,1Bath,676Sq Ft,71 / 100,75 / 100,58 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/95-Ora-Way-94131/unit-F202/home/1793859
1179,125 Ordway St,"San Francisco, CA 94134",995000,4Beds,2Baths,"2,077Sq Ft",72 / 100,69 / 100,47 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/125-Ordway-St-94134/home/2037648
1180,2262 26th Ave,"San Francisco, CA 94116",1380000,2Beds,1Bath,"1,425Sq Ft",87 / 100,65 / 100,37 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2262-26th-Ave-94116/home/1603951
1181,2164 Hyde St #715,"San Francisco, CA 94109",4895000,3Beds,2.5Baths,"3,055Sq Ft",96 / 100,81 / 100,70 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2164-Hyde-St-94109/unit-715/home/12400068
1182,1000 Broadway St,"San Francisco, CA 94133",13000000,—Beds,—Baths,"5,417Sq Ft (Lot)",99 / 100,89 / 100,64 / 100,0,https://www.redfin.com//CA/San-Francisco/1000-Broadway-94133/home/49537203
1183,1338 Filbert St Unit C,"San Francisco, CA 94109",3925000,3Beds,3.5Baths,"2,617Sq Ft",98 / 100,82 / 100,70 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1338-Filbert-St-94109/unit-C/home/1675009
1184,280 Spear St Unit 33C,"San Francisco, CA 94105",2255000,2Beds,2Baths,"1,232Sq Ft",95 / 100,100 / 100,73 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/280-Spear-St-94105/unit-33C/home/179247838
1185,151 Alice B. Toklas Pl #407,"San Francisco, CA 94109",649000,1Bed,1Bath,783Sq Ft,100 / 100,97 / 100,85 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/151-Alice-B-Toklas-94109/unit-407/home/1818030
1186,301 Mission St Ph 1,"San Francisco, CA 94105",1700000,2Beds,2Baths,"1,728Sq Ft",99 / 100,100 / 100,82 / 100,19Not Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/301-Mission-St-94105/unit-1/home/40142651
1187,131 Laidley St,"San Francisco, CA 94131",4295000,4Beds,3Baths,—Sq Ft,86 / 100,81 / 100,71 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/131-Laidley-St-94131/home/996495
1188,1 Romain St,"San Francisco, CA 94114",1350000,3Beds,2Baths,"1,275Sq Ft",89 / 100,75 / 100,67 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1-Romain-St-94114/home/676380
1189,749 Panorama Dr,"San Francisco, CA 94131",1950000,4Beds,2Baths,"1,815Sq Ft",25 / 100,68 / 100,26 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/749-Panorama-Dr-94131/home/679764
1190,5900 3rd St #2205,"San Francisco, CA 94124",648000,1Bed,1Bath,860Sq Ft,84 / 100,72 / 100,78 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/5900-3rd-St-94124/unit-2205/home/40629181
1191,2018 Keith St,"San Francisco, CA 94124",1200000,3Beds,2Baths,"1,443Sq Ft",90 / 100,71 / 100,68 / 100,51Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2018-Keith-St-94124/home/1471424
1192,834 25th Ave,"San Francisco, CA 94121",1880000,3Beds,2Baths,"2,240Sq Ft",74 / 100,70 / 100,69 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/834-25th-Ave-94121/home/621413
1193,730 Masonic Ave,"San Francisco, CA 94117",1395000,3Beds,2Baths,"1,307Sq Ft",97 / 100,71 / 100,96 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/730-Masonic-Ave-94117/home/179246690
1194,81 Glover St,"San Francisco, CA 94109",1895000,3Beds,2Baths,"1,675Sq Ft",97 / 100,84 / 100,64 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/81-Glover-St-94109/home/1586306
1195,19 Dearborn St #1,"San Francisco, CA 94110",749000,1Bed,1Bath,610Sq Ft,99 / 100,95 / 100,99 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/19-Dearborn-St-94110/unit-1/home/1043852
1196,670 3rd Ave,"San Francisco, CA 94118",2699000,8Beds,6Baths,"3,800Sq Ft",93 / 100,71 / 100,86 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/670-3rd-Ave-94118/home/1937944
1197,6 Mint Plz Unit 404A,"San Francisco, CA 94103",1450000,2Beds,2Baths,—Sq Ft,99 / 100,100 / 100,92 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/6-Mint-Plz-94103/unit-404A/home/179244365
1198,147 Day St #1,"San Francisco, CA 94131",949000,1Bed,1Bath,"1,020Sq Ft",98 / 100,78 / 100,86 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/147-Day-St-94131/unit-1/home/1608062
1199,21 Stillman St #5,"San Francisco, CA 94107",1499000,2Beds,2Baths,"1,945Sq Ft",94 / 100,100 / 100,79 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/21-Stillman-St-94107/unit-5/home/12396220
1200,188 Collins St,"San Francisco, CA 94118",2500000,5Beds,5Baths,"3,335Sq Ft",95 / 100,71 / 100,73 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/188-Collins-St-94118/home/592239
1201,163 Naples St,"San Francisco, CA 94112",1495000,4Beds,3Baths,"1,929Sq Ft",77 / 100,78 / 100,61 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/163-Naples-St-94112/home/1663476
1202,721 Delano Ave,"San Francisco, CA 94112",1258000,4Beds,3Baths,"1,641Sq Ft",88 / 100,91 / 100,67 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/721-Delano-Ave-94112/home/816928
1203,19 - 21 Joost Ave,"San Francisco, CA 94131",1625000,5Beds,2Baths,"2,148Sq Ft",91 / 100,82 / 100,68 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/19-Joost-Ave-94131/home/1265870
1204,2785 Jackson St #2,"San Francisco, CA 94115",2699000,3Beds,3Baths,—Sq Ft,94 / 100,74 / 100,60 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2785-Jackson-St-94115/unit-2/home/1739578
1205,1155 Pine St #15,"San Francisco, CA 94109",725000,1Bed,1Bath,835Sq Ft,99 / 100,100 / 100,62 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1155-Pine-St-94109/unit-15/home/1642132
1206,250 King St #540,"San Francisco, CA 94107",1095000,2Beds,2Baths,"1,028Sq Ft",94 / 100,90 / 100,92 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/250-King-St-94107/unit-540/home/22889152
1207,2786 42nd Ave,"San Francisco, CA 94116",1495000,4Beds,3Baths,"1,707Sq Ft",79 / 100,54 / 100,84 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2786-42nd-Ave-94116/home/964306
1208,2670 San Jose Ave,"San Francisco, CA 94112",998000,3Beds,1Bath,"1,288Sq Ft",67 / 100,85 / 100,38 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/2670-San-Jose-Ave-94112/home/827467
1209,1945 Washington St #509,"San Francisco, CA 94109",1200000,2Beds,2Baths,975Sq Ft,97 / 100,83 / 100,62 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/1945-Washington-St-94109/unit-509/home/999170
1210,555 Bartlett St #312,"SAN FRANCISCO, CA 94110",1080000,2Beds,2Baths,934Sq Ft,99 / 100,85 / 100,97 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/555-Bartlett-St-94110/unit-312/home/40143057
1211,246 Diamond St,"San Francisco, CA 94114",1450000,3Beds,1.5Baths,"1,493Sq Ft",97 / 100,78 / 100,66 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/246-Diamond-St-94114/home/179243418
1212,3940 - 3942 California St,"San Francisco, CA 94118",1998000,4Beds,2Baths,"2,490Sq Ft",95 / 100,67 / 100,83 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/3940-California-St-94118/home/1572969
1213,246 - B Diamond St,"San Francisco, CA 94114",749000,1Bed,1Bath,—Sq Ft,97 / 100,78 / 100,66 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/246-B-Diamond-St-94114/home/179270084
1214,244 Diamond St,"San Francisco, CA 94114",1600000,3Beds,1.5Baths,"1,591Sq Ft",97 / 100,78 / 100,66 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/244-Diamond-St-94114/home/1944002
1215,470 Clementina St #101,"San Francisco, CA 94103",639000,1Bed,1Bath,562Sq Ft,97 / 100,100 / 100,97 / 100,72Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/470-Clementina-St-94103/unit-101/home/1497711
1216,274 Clara St,"San Francisco, CA 94107",1495000,7Beds,1Bath,"3,850Sq Ft",96 / 100,100 / 100,98 / 100,41Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/274-Clara-St-94107/home/721208
1217,730 Florida St #12,"San Francisco, CA 94110",965000,1Bed,2Baths,845Sq Ft,98 / 100,81 / 100,100 / 100,67Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/730-Florida-St-94110/unit-12/home/12397770
1218,55 Oak St #1101,"San Francisco, CA 94102",1250000,1Bed,1Bath,965Sq Ft,99 / 100,100 / 100,99 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/55-Oak-St-94102/unit-1101/home/179237252
1219,55 Oak St #1102,"San Francisco, CA 94102",1585000,2Beds,2Baths,"1,024Sq Ft",99 / 100,100 / 100,99 / 100,49Somewhat CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/55-Oak-St-94102/unit-1102/home/179237141
1220,355 - 357 Lansdale Ave,"San Francisco, CA 94127",2795000,4Beds,4Baths,"2,340Sq Ft",53 / 100,66 / 100,41 / 100,78Very CompetitiveRedfin Compete Score™,https://www.redfin.com//CA/San-Francisco/355-Lansdale-Ave-94127/home/973306
